type,name,industry,program,role,gender,commitment,completed
application,Organization 6835,Social Impact,Boston,,,,
application,Organization 14401,Social Impact,Boston,,,,
application,Organization 15525,Social Impact,Boston,,,,
application,Organization 12374,General,Boston,,,,
application,Organization 985,High Tech,Boston,,,,
application,Organization 14613,High Tech,Boston,,,,
application,Organization 14717,Social Impact,Boston,,,,
application,Organization 8794,High Tech,Switzerland,,,,
application,Organization 10689,Social Impact,Boston,,,,
application,Organization 15715,High Tech,Boston,,,,
application,Organization 6442,Healthcare / Life Sciences,Boston,,,,
application,Organization 4512,High Tech,Boston,,,,
application,Organization 11506,General,Boston,,,,
application,Organization 11146,High Tech,Israel,,,,
application,Organization 9735,High Tech,Switzerland,,,,
application,Organization 4173,General,Boston,,,,
application,Organization 11163,General,Israel,,,,
application,Organization 1815,High Tech,Switzerland,,,,
application,Organization 6169,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 5372,General,Switzerland,,,,
application,Organization 8630,Social Impact,Boston,,,,
application,Organization 9194,High Tech,Israel,,,,
application,Organization 11489,High Tech,Boston,,,,
application,Organization 16524,High Tech,Boston,,,,
application,Organization 14362,Social Impact,Boston,,,,
application,Organization 15334,High Tech,Boston,,,,
application,Organization 2169,Healthcare / Life Sciences,Boston,,,,
application,Organization 5888,General,Boston,,,,
application,Organization 630,High Tech,Boston,,,,
application,Organization 6376,High Tech,Switzerland,,,,
application,Organization 4283,High Tech,Boston,,,,
application,Organization 16,High Tech,Boston,,,,
application,Organization 15104,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 9534,Energy / Clean Tech,Boston,,,,
application,Organization 259,High Tech,Boston,,,,
application,Organization 6802,High Tech,Israel,,,,
application,Organization 5927,General,Boston,,,,
application,Organization 14242,Healthcare / Life Sciences,Boston,,,,
application,Organization 1769,High Tech,Boston,,,,
application,Organization 12118,High Tech,Israel,,,,
application,Organization 16520,Healthcare / Life Sciences,Boston,,,,
application,Organization 10482,High Tech,Switzerland,,,,
application,Organization 6985,Energy / Clean Tech,Boston,,,,
application,Organization 11650,Social Impact,Boston,,,,
application,Organization 14002,General,Boston,,,,
application,Organization 2897,Energy / Clean Tech,Boston,,,,
application,Organization 8758,Healthcare / Life Sciences,Boston,,,,
application,Organization 10703,Healthcare / Life Sciences,Boston,,,,
application,Organization 11469,High Tech,Israel,,,,
application,Organization 10546,General,Boston,,,,
application,Organization 2022,High Tech,Boston,,,,
application,Organization 6941,Social Impact,Boston,,,,
application,Organization 9782,General,Boston,,,,
application,Organization 7819,High Tech,Boston,,,,
application,Organization 8926,Healthcare / Life Sciences,Boston,,,,
application,Organization 7984,General,Boston,,,,
application,Organization 13629,High Tech,Boston,,,,
application,Organization 9598,Social Impact,Boston,,,,
application,Organization 2011,High Tech,Israel,,,,
application,Organization 6302,High Tech,Boston,,,,
application,Organization 15386,Healthcare / Life Sciences,Boston,,,,
application,Organization 8000,General,Boston,,,,
application,Organization 3022,High Tech,Boston,,,,
application,Organization 7093,High Tech,Boston,,,,
application,Organization 306,High Tech,Switzerland,,,,
application,Organization 1631,Healthcare / Life Sciences,Boston,,,,
application,Organization 8572,General,Boston,,,,
application,Organization 5085,General,Boston,,,,
application,Organization 10757,General,Boston,,,,
application,Organization 10462,High Tech,Boston,,,,
application,Organization 6510,General,Boston,,,,
application,Organization 7868,Healthcare / Life Sciences,Boston,,,,
application,Organization 12883,High Tech,Boston,,,,
application,Organization 9188,High Tech,Boston,,,,
application,Organization 11947,High Tech,Boston,,,,
application,Organization 4601,Energy / Clean Tech,Boston,,,,
application,Organization 15312,Social Impact,Boston,,,,
application,Organization 8349,High Tech,Boston,,,,
application,Organization 6207,High Tech,Boston,,,,
application,Organization 9672,Social Impact,Boston,,,,
application,Organization 7482,General,Switzerland,,,,
application,Organization 4953,General,Boston,,,,
application,Organization 11133,General,Switzerland,,,,
application,Organization 5611,Social Impact,Boston,,,,
application,Organization 1737,High Tech,Boston,,,,
application,Organization 16099,High Tech,Boston,,,,
application,Organization 10591,Energy / Clean Tech,Boston,,,,
application,Organization 15374,High Tech,Switzerland,,,,
application,Organization 5718,General,Israel,,,,
application,Organization 2881,General,Boston,,,,
application,Organization 9831,Social Impact,Switzerland,,,,
application,Organization 8302,High Tech,Boston,,,,
application,Organization 4272,Healthcare / Life Sciences,Boston,,,,
application,Organization 3780,High Tech,Boston,,,,
application,Organization 1751,Healthcare / Life Sciences,Boston,,,,
application,Organization 10316,Social Impact,Israel,,,,
application,Organization 3928,General,Boston,,,,
application,Organization 2716,High Tech,Boston,,,,
application,Organization 746,General,Boston,,,,
application,Organization 7253,High Tech,Israel,,,,
application,Organization 502,High Tech,Boston,,,,
application,Organization 7796,High Tech,Boston,,,,
application,Organization 7056,High Tech,Boston,,,,
application,Organization 10487,High Tech,Israel,,,,
application,Organization 2226,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 760,Healthcare / Life Sciences,Boston,,,,
application,Organization 13770,General,Boston,,,,
application,Organization 7906,Social Impact,Switzerland,,,,
application,Organization 14757,Social Impact,Boston,,,,
application,Organization 1047,Social Impact,Boston,,,,
application,Organization 11335,Social Impact,Boston,,,,
application,Organization 11554,General,Boston,,,,
application,Organization 11441,High Tech,Boston,,,,
application,Organization 11490,High Tech,Boston,,,,
application,Organization 988,General,Boston,,,,
application,Organization 2059,Social Impact,Boston,,,,
application,Organization 6568,Healthcare / Life Sciences,Boston,,,,
application,Organization 1596,Healthcare / Life Sciences,Israel,,,,
application,Organization 15155,High Tech,Israel,,,,
application,Organization 16236,General,Boston,,,,
application,Organization 2075,General,Boston,,,,
application,Organization 13187,High Tech,Boston,,,,
application,Organization 15129,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 7626,High Tech,Boston,,,,
application,Organization 1918,General,Switzerland,,,,
application,Organization 9887,Healthcare / Life Sciences,Boston,,,,
application,Organization 6256,General,Boston,,,,
application,Organization 8731,Healthcare / Life Sciences,Boston,,,,
application,Organization 1855,High Tech,Boston,,,,
application,Organization 4539,High Tech,Boston,,,,
application,Organization 12474,General,Boston,,,,
application,Organization 14777,High Tech,Boston,,,,
application,Organization 2714,Social Impact,Boston,,,,
application,Organization 1198,High Tech,Switzerland,,,,
application,Organization 6691,High Tech,Switzerland,,,,
application,Organization 13833,Healthcare / Life Sciences,Boston,,,,
application,Organization 9963,General,Switzerland,,,,
application,Organization 8692,High Tech,Boston,,,,
application,Organization 10851,General,Boston,,,,
application,Organization 7171,General,Boston,,,,
application,Organization 3912,Social Impact,Boston,,,,
application,Organization 4120,Social Impact,Boston,,,,
application,Organization 10167,General,Boston,,,,
application,Organization 4605,General,Boston,,,,
application,Organization 14375,Social Impact,Boston,,,,
application,Organization 4178,Healthcare / Life Sciences,Israel,,,,
application,Organization 16006,High Tech,Israel,,,,
application,Organization 9556,Healthcare / Life Sciences,Israel,,,,
application,Organization 508,Healthcare / Life Sciences,Boston,,,,
application,Organization 4514,General,Israel,,,,
application,Organization 2248,High Tech,Israel,,,,
application,Organization 7695,High Tech,Switzerland,,,,
application,Organization 14523,Social Impact,Israel,,,,
application,Organization 4134,High Tech,Boston,,,,
application,Organization 13347,General,Israel,,,,
application,Organization 2123,General,Boston,,,,
application,Organization 4390,High Tech,Boston,,,,
application,Organization 3424,Healthcare / Life Sciences,Israel,,,,
application,Organization 477,Healthcare / Life Sciences,Israel,,,,
application,Organization 3954,Healthcare / Life Sciences,Israel,,,,
application,Organization 5069,Social Impact,Israel,,,,
application,Organization 9592,Social Impact,Switzerland,,,,
application,Organization 2137,High Tech,Israel,,,,
application,Organization 2217,General,Boston,,,,
application,Organization 483,General,Switzerland,,,,
application,Organization 9872,High Tech,Boston,,,,
application,Organization 7031,High Tech,Israel,,,,
application,Organization 15350,Healthcare / Life Sciences,Boston,,,,
application,Organization 504,Healthcare / Life Sciences,Israel,,,,
application,Organization 2413,Healthcare / Life Sciences,Israel,,,,
application,Organization 3822,High Tech,Boston,,,,
application,Organization 11332,General,Switzerland,,,,
application,Organization 15384,High Tech,Boston,,,,
application,Organization 15667,High Tech,Boston,,,,
application,Organization 4986,General,Israel,,,,
application,Organization 14075,Healthcare / Life Sciences,Boston,,,,
application,Organization 13966,General,Boston,,,,
application,Organization 2666,High Tech,Israel,,,,
application,Organization 12629,High Tech,Israel,,,,
application,Organization 7049,General,Boston,,,,
application,Organization 461,General,Israel,,,,
application,Organization 5045,High Tech,Boston,,,,
application,Organization 7462,General,Boston,,,,
application,Organization 4182,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 10863,High Tech,Israel,,,,
application,Organization 10110,Healthcare / Life Sciences,Boston,,,,
application,Organization 10131,High Tech,Israel,,,,
application,Organization 11026,High Tech,Boston,,,,
application,Organization 5423,General,Boston,,,,
application,Organization 12806,High Tech,Boston,,,,
application,Organization 8469,Social Impact,Boston,,,,
application,Organization 8860,High Tech,Boston,,,,
application,Organization 10857,High Tech,Boston,,,,
application,Organization 12627,High Tech,Boston,,,,
application,Organization 8218,General,Boston,,,,
application,Organization 11905,High Tech,Boston,,,,
application,Organization 9024,General,Boston,,,,
application,Organization 10994,High Tech,Boston,,,,
application,Organization 6093,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 12507,Social Impact,Boston,,,,
application,Organization 5292,Social Impact,Boston,,,,
application,Organization 11904,High Tech,Boston,,,,
application,Organization 12197,High Tech,Israel,,,,
application,Organization 2997,High Tech,Boston,,,,
application,Organization 5228,Social Impact,Boston,,,,
application,Organization 3309,General,Boston,,,,
application,Organization 10995,General,Boston,,,,
application,Organization 10513,High Tech,Boston,,,,
application,Organization 15132,General,Switzerland,,,,
application,Organization 10001,Healthcare / Life Sciences,Boston,,,,
application,Organization 683,Social Impact,Boston,,,,
application,Organization 3790,High Tech,Boston,,,,
application,Organization 5029,General,Boston,,,,
application,Organization 6239,General,Boston,,,,
application,Organization 1458,High Tech,Boston,,,,
application,Organization 13252,General,Switzerland,,,,
application,Organization 5496,High Tech,Boston,,,,
application,Organization 2909,High Tech,Boston,,,,
application,Organization 14599,Healthcare / Life Sciences,Boston,,,,
application,Organization 1763,Healthcare / Life Sciences,Boston,,,,
application,Organization 326,High Tech,Boston,,,,
application,Organization 1395,High Tech,Israel,,,,
application,Organization 15637,General,Boston,,,,
application,Organization 8423,High Tech,Boston,,,,
application,Organization 706,High Tech,Boston,,,,
application,Organization 8980,High Tech,Boston,,,,
application,Organization 16448,Healthcare / Life Sciences,Boston,,,,
application,Organization 2451,Social Impact,Boston,,,,
application,Organization 12170,Social Impact,Boston,,,,
application,Organization 7221,Healthcare / Life Sciences,Israel,,,,
application,Organization 8966,High Tech,Boston,,,,
application,Organization 3642,General,Boston,,,,
application,Organization 5214,General,Boston,,,,
application,Organization 1943,General,Boston,,,,
application,Organization 7264,General,Boston,,,,
application,Organization 10792,High Tech,Boston,,,,
application,Organization 14534,Social Impact,Boston,,,,
application,Organization 9013,General,Boston,,,,
application,Organization 1025,General,Boston,,,,
application,Organization 7781,High Tech,Boston,,,,
application,Organization 9107,General,Boston,,,,
application,Organization 4098,Healthcare / Life Sciences,Israel,,,,
application,Organization 10282,High Tech,Boston,,,,
application,Organization 3035,High Tech,Boston,,,,
application,Organization 4826,Healthcare / Life Sciences,Boston,,,,
application,Organization 3709,General,Boston,,,,
application,Organization 10017,General,Boston,,,,
application,Organization 16032,High Tech,Boston,,,,
application,Organization 6790,High Tech,Boston,,,,
application,Organization 11363,High Tech,Boston,,,,
application,Organization 15874,General,Boston,,,,
application,Organization 9301,General,Boston,,,,
application,Organization 5358,High Tech,Boston,,,,
application,Organization 6507,Healthcare / Life Sciences,Boston,,,,
application,Organization 8108,High Tech,Israel,,,,
application,Organization 7472,Healthcare / Life Sciences,Israel,,,,
application,Organization 15406,General,Israel,,,,
application,Organization 10266,High Tech,Israel,,,,
application,Organization 5093,General,Boston,,,,
application,Organization 9882,High Tech,Israel,,,,
application,Organization 14304,High Tech,Boston,,,,
application,Organization 15011,General,Boston,,,,
application,Organization 2368,General,Boston,,,,
application,Organization 7151,Healthcare / Life Sciences,Boston,,,,
application,Organization 4352,Energy / Clean Tech,Switzerland,,,,
application,Organization 190,High Tech,Israel,,,,
application,Organization 2633,High Tech,Israel,,,,
application,Organization 5942,High Tech,Israel,,,,
application,Organization 1221,High Tech,Switzerland,,,,
application,Organization 13331,High Tech,Israel,,,,
application,Organization 5784,Social Impact,Boston,,,,
application,Organization 15966,High Tech,Boston,,,,
application,Organization 5488,Healthcare / Life Sciences,Israel,,,,
application,Organization 7160,High Tech,Switzerland,,,,
application,Organization 15659,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 15594,High Tech,Switzerland,,,,
application,Organization 15882,Social Impact,Switzerland,,,,
application,Organization 7025,High Tech,Switzerland,,,,
application,Organization 15215,High Tech,Switzerland,,,,
application,Organization 10584,High Tech,Israel,,,,
application,Organization 14322,Healthcare / Life Sciences,Boston,,,,
application,Organization 137,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 4710,High Tech,Switzerland,,,,
application,Organization 13997,Healthcare / Life Sciences,Boston,,,,
application,Organization 11595,High Tech,Boston,,,,
application,Organization 7209,Social Impact,Boston,,,,
application,Organization 6499,Energy / Clean Tech,Boston,,,,
application,Organization 5473,High Tech,Israel,,,,
application,Organization 1603,Healthcare / Life Sciences,Boston,,,,
application,Organization 13587,High Tech,Switzerland,,,,
application,Organization 8622,High Tech,Israel,,,,
application,Organization 11882,General,Boston,,,,
application,Organization 3993,High Tech,Israel,,,,
application,Organization 7623,General,Switzerland,,,,
application,Organization 15556,High Tech,Israel,,,,
application,Organization 11138,Healthcare / Life Sciences,Boston,,,,
application,Organization 14081,High Tech,Switzerland,,,,
application,Organization 13304,High Tech,Switzerland,,,,
application,Organization 15239,Social Impact,Boston,,,,
application,Organization 14806,High Tech,Boston,,,,
application,Organization 11676,General,Switzerland,,,,
application,Organization 16397,General,Boston,,,,
application,Organization 15100,Social Impact,Boston,,,,
application,Organization 4678,General,Switzerland,,,,
application,Organization 6617,Healthcare / Life Sciences,Boston,,,,
application,Organization 681,High Tech,Switzerland,,,,
application,Organization 13244,High Tech,Boston,,,,
application,Organization 3619,High Tech,Israel,,,,
application,Organization 7390,General,Israel,,,,
application,Organization 11471,Healthcare / Life Sciences,Boston,,,,
application,Organization 7203,General,Israel,,,,
application,Organization 7396,High Tech,Boston,,,,
application,Organization 14632,General,Boston,,,,
application,Organization 8633,Social Impact,Boston,,,,
application,Organization 9241,General,Switzerland,,,,
application,Organization 4595,High Tech,Boston,,,,
application,Organization 8182,High Tech,Boston,,,,
application,Organization 644,High Tech,Boston,,,,
application,Organization 9870,High Tech,Switzerland,,,,
application,Organization 14805,General,Boston,,,,
application,Organization 15636,General,Switzerland,,,,
application,Organization 16604,General,Israel,,,,
application,Organization 9953,Healthcare / Life Sciences,Boston,,,,
application,Organization 14816,High Tech,Israel,,,,
application,Organization 1569,Healthcare / Life Sciences,Boston,,,,
application,Organization 3607,Social Impact,Boston,,,,
application,Organization 14838,High Tech,Switzerland,,,,
application,Organization 8079,High Tech,Boston,,,,
application,Organization 4201,General,Boston,,,,
application,Organization 10101,General,Boston,,,,
application,Organization 3991,Healthcare / Life Sciences,Boston,,,,
application,Organization 6492,General,Boston,,,,
application,Organization 9075,Healthcare / Life Sciences,Boston,,,,
application,Organization 16246,Social Impact,Switzerland,,,,
application,Organization 6361,General,Boston,,,,
application,Organization 15378,Energy / Clean Tech,Israel,,,,
application,Organization 16477,High Tech,Boston,,,,
application,Organization 1296,Social Impact,Boston,,,,
application,Organization 12763,High Tech,Israel,,,,
application,Organization 7377,High Tech,Switzerland,,,,
application,Organization 10530,Healthcare / Life Sciences,Boston,,,,
application,Organization 15425,High Tech,Boston,,,,
application,Organization 12566,General,Boston,,,,
application,Organization 12075,General,Boston,,,,
application,Organization 11465,General,Boston,,,,
application,Organization 10580,Social Impact,Switzerland,,,,
application,Organization 13183,Energy / Clean Tech,Israel,,,,
application,Organization 2265,General,Israel,,,,
application,Organization 10295,High Tech,Switzerland,,,,
application,Organization 16519,High Tech,Boston,,,,
application,Organization 5602,Social Impact,Boston,,,,
application,Organization 2915,High Tech,Boston,,,,
application,Organization 4233,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 3643,General,Israel,,,,
application,Organization 2233,Social Impact,Boston,,,,
application,Organization 8554,High Tech,Boston,,,,
application,Organization 10498,High Tech,Boston,,,,
application,Organization 11976,High Tech,Boston,,,,
application,Organization 15596,General,Israel,,,,
application,Organization 1231,General,Boston,,,,
application,Organization 4584,Healthcare / Life Sciences,Boston,,,,
application,Organization 14562,General,Boston,,,,
application,Organization 1610,Energy / Clean Tech,Boston,,,,
application,Organization 1449,High Tech,Boston,,,,
application,Organization 3034,Healthcare / Life Sciences,Boston,,,,
application,Organization 11429,General,Boston,,,,
application,Organization 1902,Healthcare / Life Sciences,Boston,,,,
application,Organization 5676,High Tech,Boston,,,,
application,Organization 13071,High Tech,Boston,,,,
application,Organization 12917,High Tech,Boston,,,,
application,Organization 14800,Healthcare / Life Sciences,Boston,,,,
application,Organization 9166,High Tech,Israel,,,,
application,Organization 13547,High Tech,Boston,,,,
application,Organization 4465,High Tech,Boston,,,,
application,Organization 10217,General,Boston,,,,
application,Organization 7384,High Tech,Boston,,,,
application,Organization 13367,General,Switzerland,,,,
application,Organization 15005,High Tech,Boston,,,,
application,Organization 8175,General,Boston,,,,
application,Organization 7719,High Tech,Israel,,,,
application,Organization 8114,High Tech,Boston,,,,
application,Organization 6431,High Tech,Israel,,,,
application,Organization 8342,Healthcare / Life Sciences,Boston,,,,
application,Organization 4000,Social Impact,Boston,,,,
application,Organization 9986,Healthcare / Life Sciences,Boston,,,,
application,Organization 14912,General,Boston,,,,
application,Organization 2087,High Tech,Switzerland,,,,
application,Organization 7505,High Tech,Boston,,,,
application,Organization 6958,High Tech,Boston,,,,
application,Organization 7319,High Tech,Israel,,,,
application,Organization 13021,General,Israel,,,,
application,Organization 495,High Tech,Boston,,,,
application,Organization 15749,High Tech,Boston,,,,
application,Organization 11937,Healthcare / Life Sciences,Boston,,,,
application,Organization 2840,High Tech,Boston,,,,
application,Organization 9508,General,Switzerland,,,,
application,Organization 15426,General,Israel,,,,
application,Organization 16343,High Tech,Boston,,,,
application,Organization 95,General,Boston,,,,
application,Organization 14432,Healthcare / Life Sciences,Israel,,,,
application,Organization 2724,High Tech,Israel,,,,
application,Organization 12793,High Tech,Israel,,,,
application,Organization 1038,Social Impact,Boston,,,,
application,Organization 2073,High Tech,Boston,,,,
application,Organization 1068,High Tech,Switzerland,,,,
application,Organization 6684,General,Israel,,,,
application,Organization 15448,Energy / Clean Tech,Israel,,,,
application,Organization 9562,General,Boston,,,,
application,Organization 10901,General,Boston,,,,
application,Organization 5623,Social Impact,Boston,,,,
application,Organization 2736,Social Impact,Boston,,,,
application,Organization 5222,General,Boston,,,,
application,Organization 2708,General,Boston,,,,
application,Organization 2553,High Tech,Boston,,,,
application,Organization 3712,General,Switzerland,,,,
application,Organization 4303,Social Impact,Israel,,,,
application,Organization 6696,High Tech,Boston,,,,
application,Organization 13605,High Tech,Boston,,,,
application,Organization 13634,General,Boston,,,,
application,Organization 13190,High Tech,Boston,,,,
application,Organization 8853,General,Switzerland,,,,
application,Organization 12888,Social Impact,Boston,,,,
application,Organization 10018,High Tech,Boston,,,,
application,Organization 7219,General,Boston,,,,
application,Organization 12630,High Tech,Boston,,,,
application,Organization 3519,High Tech,Boston,,,,
application,Organization 6729,General,Boston,,,,
application,Organization 8512,General,Boston,,,,
application,Organization 8168,General,Boston,,,,
application,Organization 8836,Social Impact,Boston,,,,
application,Organization 4368,High Tech,Boston,,,,
application,Organization 3173,High Tech,Boston,,,,
application,Organization 6917,High Tech,Boston,,,,
application,Organization 12791,General,Boston,,,,
application,Organization 6787,Social Impact,Switzerland,,,,
application,Organization 10356,High Tech,Boston,,,,
application,Organization 5175,High Tech,Boston,,,,
application,Organization 6517,High Tech,Boston,,,,
application,Organization 11230,General,Boston,,,,
application,Organization 3560,High Tech,Boston,,,,
application,Organization 9649,Healthcare / Life Sciences,Boston,,,,
application,Organization 3881,Healthcare / Life Sciences,Boston,,,,
application,Organization 14604,High Tech,Boston,,,,
application,Organization 2006,General,Boston,,,,
application,Organization 11348,General,Boston,,,,
application,Organization 13690,Healthcare / Life Sciences,Boston,,,,
application,Organization 10653,High Tech,Boston,,,,
application,Organization 9045,General,Boston,,,,
application,Organization 11409,High Tech,Boston,,,,
application,Organization 3818,Healthcare / Life Sciences,Boston,,,,
application,Organization 4594,Healthcare / Life Sciences,Boston,,,,
application,Organization 15780,General,Boston,,,,
application,Organization 3010,High Tech,Boston,,,,
application,Organization 15788,General,Boston,,,,
application,Organization 11884,Social Impact,Boston,,,,
application,Organization 8115,Energy / Clean Tech,Boston,,,,
application,Organization 8466,High Tech,Boston,,,,
application,Organization 12894,High Tech,Boston,,,,
application,Organization 5793,High Tech,Boston,,,,
application,Organization 14328,General,Boston,,,,
application,Organization 9083,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 2717,Energy / Clean Tech,Boston,,,,
application,Organization 13958,Social Impact,Boston,,,,
application,Organization 11044,High Tech,Boston,,,,
application,Organization 9,General,Boston,,,,
application,Organization 6067,Healthcare / Life Sciences,Boston,,,,
application,Organization 4104,Social Impact,Boston,,,,
application,Organization 10554,General,Boston,,,,
application,Organization 13004,Energy / Clean Tech,Israel,,,,
application,Organization 4334,High Tech,Boston,,,,
application,Organization 12028,Social Impact,Boston,,,,
application,Organization 7011,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 16160,General,Boston,,,,
application,Organization 9850,High Tech,Switzerland,,,,
application,Organization 9323,General,Boston,,,,
application,Organization 7473,High Tech,Boston,,,,
application,Organization 5847,Social Impact,Boston,,,,
application,Organization 16014,High Tech,Boston,,,,
application,Organization 7890,High Tech,Boston,,,,
application,Organization 14149,Social Impact,Boston,,,,
application,Organization 10988,General,Boston,,,,
application,Organization 5195,General,Switzerland,,,,
application,Organization 15493,Social Impact,Boston,,,,
application,Organization 6048,High Tech,Boston,,,,
application,Organization 4657,High Tech,Israel,,,,
application,Organization 12561,General,Switzerland,,,,
application,Organization 7644,High Tech,Israel,,,,
application,Organization 14109,General,Israel,,,,
application,Organization 15880,General,Switzerland,,,,
application,Organization 4859,Social Impact,Israel,,,,
application,Organization 6513,High Tech,Boston,,,,
application,Organization 6008,Energy / Clean Tech,Israel,,,,
application,Organization 14192,Healthcare / Life Sciences,Boston,,,,
application,Organization 16400,Energy / Clean Tech,Switzerland,,,,
application,Organization 5693,High Tech,Switzerland,,,,
application,Organization 4070,High Tech,Israel,,,,
application,Organization 15967,Social Impact,Boston,,,,
application,Organization 4841,General,Switzerland,,,,
application,Organization 10453,High Tech,Switzerland,,,,
application,Organization 8328,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 11321,General,Switzerland,,,,
application,Organization 1241,General,Switzerland,,,,
application,Organization 15181,General,Israel,,,,
application,Organization 550,General,Boston,,,,
application,Organization 168,Social Impact,Israel,,,,
application,Organization 3310,Healthcare / Life Sciences,Israel,,,,
application,Organization 1484,General,Israel,,,,
application,Organization 5758,Healthcare / Life Sciences,Israel,,,,
application,Organization 6776,General,Boston,,,,
application,Organization 10701,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 2376,General,Israel,,,,
application,Organization 1129,High Tech,Israel,,,,
application,Organization 11654,Healthcare / Life Sciences,Israel,,,,
application,Organization 13571,General,Switzerland,,,,
application,Organization 238,Social Impact,Israel,,,,
application,Organization 4424,Energy / Clean Tech,Boston,,,,
application,Organization 2843,General,Israel,,,,
application,Organization 5373,Energy / Clean Tech,Israel,,,,
application,Organization 965,Healthcare / Life Sciences,Israel,,,,
application,Organization 11964,Healthcare / Life Sciences,Boston,,,,
application,Organization 3491,General,Israel,,,,
application,Organization 1391,High Tech,Boston,,,,
application,Organization 9998,Social Impact,Switzerland,,,,
application,Organization 11862,General,Israel,,,,
application,Organization 3052,General,Switzerland,,,,
application,Organization 8188,High Tech,Switzerland,,,,
application,Organization 13518,Healthcare / Life Sciences,Boston,,,,
application,Organization 12358,High Tech,Israel,,,,
application,Organization 11789,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 606,High Tech,Boston,,,,
application,Organization 9724,Social Impact,Boston,,,,
application,Organization 6855,High Tech,Switzerland,,,,
application,Organization 7336,Social Impact,Boston,,,,
application,Organization 4909,High Tech,Boston,,,,
application,Organization 15897,High Tech,Switzerland,,,,
application,Organization 6805,High Tech,Boston,,,,
application,Organization 2602,General,Israel,,,,
application,Organization 11859,Energy / Clean Tech,Boston,,,,
application,Organization 12968,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 565,Social Impact,Boston,,,,
application,Organization 15184,Social Impact,Boston,,,,
application,Organization 11494,High Tech,Boston,,,,
application,Organization 9182,Social Impact,Switzerland,,,,
application,Organization 14849,High Tech,Boston,,,,
application,Organization 12601,General,Israel,,,,
application,Organization 13787,Social Impact,Boston,,,,
application,Organization 2154,High Tech,Boston,,,,
application,Organization 14697,General,Boston,,,,
application,Organization 7641,High Tech,Switzerland,,,,
application,Organization 11803,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 3807,Healthcare / Life Sciences,Israel,,,,
application,Organization 8288,Healthcare / Life Sciences,Switzerland,,,,
application,Organization 8025,Healthcare / Life Sciences,Boston,,,,
application,Organization 3887,General,Israel,,,,
application,Organization 1681,Social Impact,Boston,,,,
application,Organization 4294,Healthcare / Life Sciences,Boston,,,,
application,Organization 3326,General,Boston,,,,
application,Organization 7085,Energy / Clean Tech,Boston,,,,
application,Organization 4765,High Tech,Boston,,,,
application,Organization 8553,General,Boston,,,,
application,Organization 13129,High Tech,Boston,,,,
application,Organization 15096,General,Boston,,,,
application,Organization 5730,High Tech,Boston,,,,
application,Organization 8098,High Tech,Boston,,,,
application,Organization 1738,General,Boston,,,,
application,Organization 7759,High Tech,Boston,,,,
application,Organization 11674,High Tech,Boston,,,,
application,Organization 387,High Tech,Israel,,,,
application,Organization 5746,High Tech,Boston,,,,
application,Organization 1605,General,Boston,,,,
application,Organization 11869,Social Impact,Boston,,,,
application,Organization 4938,Healthcare / Life Sciences,Boston,,,,
application,Organization 1507,High Tech,Switzerland,,,,
application,Organization 11940,High Tech,Boston,,,,
application,Organization 5388,General,Boston,,,,
application,Organization 10744,High Tech,Boston,,,,
application,Organization 9533,High Tech,Israel,,,,
application,Organization 7122,High Tech,Boston,,,,
application,Organization 9337,General,Boston,,,,
application,Organization 10318,Healthcare / Life Sciences,Israel,,,,
application,Organization 2661,Healthcare / Life Sciences,Boston,,,,
application,Organization 10033,Energy / Clean Tech,Boston,,,,
application,Organization 13062,High Tech,Boston,,,,
application,Organization 5737,High Tech,Switzerland,,,,
application,Organization 5255,Social Impact,Boston,,,,
application,Organization 14755,General,Switzerland,,,,
application,Organization 7802,General,Switzerland,,,,
application,Organization 6838,Healthcare / Life Sciences,Boston,,,,
application,Organization 2844,High Tech,Switzerland,,,,
application,Organization 14373,High Tech,Boston,,,,
application,Organization 842,High Tech,Boston,,,,
application,Organization 9129,General,Boston,,,,
application,Organization 2828,High Tech,Israel,,,,
application,Organization 6678,General,Boston,,,,
application,Organization 880,Healthcare / Life Sciences,Boston,,,,
application,Organization 1950,High Tech,Boston,,,,
application,Organization 5476,High Tech,Boston,,,,
application,Organization 8020,High Tech,Switzerland,,,,
application,Organization 14010,High Tech,Switzerland,,,,
application,Organization 5757,General,Boston,,,,
application,Organization 13161,High Tech,Switzerland,,,,
application,Organization 7297,General,Boston,,,,
application,Organization 9234,High Tech,Israel,,,,
application,Organization 7223,Social Impact,Boston,,,,
application,Organization 13759,High Tech,Boston,,,,
application,Organization 5863,High Tech,Switzerland,,,,
